Agency,Uploaded On,Description,Saved
Department of State,2/26/2025,TO CONDUCT A MARKET ASSESSMENT TO IDENTIFY CONCRETE LIVELIHOOD OPPORTUNITIES AND BARRIERS TO REFUGEES AND FORMER REFUGEES AND SHARING RESULTS WITH REFUGEE INVESTORS.,99044.78
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"THE COALITION FOR CLIMATE ENTREPRENEURSHIP FUND (CCEF) WILL DRIVE PROGRAMMING IN A DEDICATED VENUE IN KINGSTON, JAMICA CALLED A CCE HUB. THE CCE HUB WILL BUILD TECHNICAL CAPACITY AND SKILLS AMONG SUSTAINABILITY-FOCUSED FOUNDERS AND STARTUPS.",0.0
Department of State,2/26/2025,"THE OFFICE OF GLOBAL PARTNERSHIPS (E/GP), OF THE U.S. DEPARTMENT OF STATE (DOS), HAS LAUNCHED THE COALITION FOR CLIMATE ENTREPRENEURSHIP FUND (CCEF) TO DRIVE SUSTAINABILITY-FOCUSED PROGRAMMING IN FOUR ESTABLISHED HUBS AND SPACES THAT STRIVES TO CAPACITAT",250000.0
Department of State,2/26/2025,FREEDOM HOUSE PROPOSES TO STRENGTHEN GAMBIAN CIVIL SOCIETY AND ITS CONSTITUENCIES FOR THE PROMOTION OF TRANSPARENT AND ACCOUNTABLE GOVERNANCE IN THE GAMBIA.,250000.0
Department of State,2/26/2025,,7054.0
Department of State,2/26/2025,,250000.0
Department of State,2/26/2025,,245345.0
Department of State,2/26/2025,,124025.65
Department of State,2/26/2025,STRENGTHEN COMMUNITY RESPONSES TO GBV AND DOMESTIC HUMAN TRAFFICKING,192817.0
Department of State,2/26/2025,INCREASED PUBLIC TRUST IN GOVERNMENT INSTITUTIONS AND A REDUCED PERCEPTION AND INCIDENCE OF CORRUPTION,218873.82
Department of State,2/26/2025,"STRENGTHEN CITIZEN PARTICIPATION AND ELECTED OFFICIALS ACCOUNTABILITY IN THE FOUR COMMUNES OF BEMBEREKE, KALALE, PERERE AND SINENDE.",150000.0
Department of State,2/26/2025,THIS PROJECT AIMS TO ESTABLISH AND SUPPORT GOVERNANCE MECHANISMS AMONG LOCAL STAKEHOLDERS TO FOSTER THE ADOPTION OF PUBLIC POLICIES FOR ADAPTATION TO CLIMATE CHANGE AND INVESTMENTS IN THE WATER SECTOR IN THREE MUNICIPALITIES OF THE CHOROTEGA REGION.,0.0
Department of State,2/26/2025,THIS AWARD IS ISSUED TO A MULTIDISCIPLINARY EXCHANGE ON THE COLONIAL SUGAR MILL BOCA DE NIGUA,250000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"TO ENGAGE INDIAN HEIS LOOKING TO ESTABLISH PARTNERSHIPS WITH U.S. HEIS, AND DEVELOP A DIGITAL HOW-TO GUIDE ON INTERNATIONALIZATION. THE GRANTEE WILL ALSO MANAGE AN EXPERIENTIAL LEARNING COMPONENT THAT WILL SEND 10-15 INDIAN HEIS TO THE U.S.",184791.52
Department of State,2/26/2025,IDLO WILL WORK WITH LAW ENFORCEMENT AGENCIES AND FEMALE LAW ENFORCEMENT ASSOCIATIONS TO PROVIDE OPPORTUNITIES TO FEMALE LAW ENFORCEMENT OFFICERS TO ADVANCE THEIR CAREERS AND CONTRIBUTE TO THE PROFESSIONALIZATION OF THE SECURITY SECTOR.,0.0
Department of State,2/26/2025,TO SUPPORT OAS ANTI-CORRUPTION REVIEW MECHANISM - MESICIC,0.0
Department of State,2/26/2025,TO BUILD A DRUG FREE COMMUNITY IN UZBEKISTAN BY FORMING ORGANIZED COMMUNITY COALITIONS ACROSS THE COUNTRY.,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,149099.0
Department of State,2/26/2025,,250000.0
Department of State,2/26/2025,,94251.0
Department of State,2/26/2025,"INCREASE TECHNICAL AND PEDAGOGICAL SKILLS OF CULTURAL HERITAGE PROFESSIONALS IN KAZAKHSTAN, BUILD NEW RELATIONSHIPS BETWEEN US AND KAZAKH CULTURAL PROFESSIONALS, AND ADVANCE BILATERAL COOPERATION.",250000.0
Department of State,2/26/2025,,50000.0
Department of State,2/26/2025,"THE GOAL OF THE PROGRAM IS TO STRENGTHEN BUDGET TRANSPARENCY IN MAURITANIA THROUGH GRASSROOTS, CIVIL SOCIETY-LED INITIATIVES AND SUPPORT STRONG IMPLEMENTATION OF PUBLIC FINANCIAL MANAGEMENT (PFM) REFORMS.",225000.0
Department of State,2/26/2025,TO DELIVER A SPORTS MENTORSHIP PROGRAM FOR 14-20 EMERGING YOUNG PACIFIC LEADERS BASED ON THE U.S. DEPARTMENT OF STATE ESPN GLOBAL SPORTS MENTORING PROGRAM,125000.0
Department of State,2/26/2025,"THE PURPOSE OF THE AWARD IS TO TRAIN 101 YOUNG PAKISTANIS TO ACTIVELY ENGAGE IN CIVIC AND DEMOCRATIC AFFAIRS, CONTRIBUTE TO THE DEVELOPMENT OF THEIR COMMUNITIES, ADVOCATE FOR POSITIVE SOCIAL CHANGE, AND ASSUME LEADERSHIP ROLES IN THE FUTURE.",0.0
Department of State,2/26/2025,,84474.9
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,EDUCATION FOR EMPLOYMENT-US (EFE-US) PROPOSES THE STARTECH CLIMATE ACTION LAB (ST-CAL) PROJECT TO PROVIDE TUNISIAN YOUTH WHO ARE INTERESTED IN STARTING A BUSINESS FOCUSING ON CLIMATE ACTION WITH ENTREPRENEURSHIP AND SOFT SKILLS TRAINING.,124999.92
Department of State,2/26/2025,"AMERICAN VOICES WILL COLLABORATE WITH THE U.S. EMBASSY TO THE UAE TO PLAN ARTISTS' RESIDENCY IN THE UAE DURING MAJOR CULTURAL FESTIVALS, WITH KEY ART AND CULTURE PARTNERS IN THE UAE.",249999.64
Department of State,2/26/2025,"THE PURPOSE OF THIS AWARD IS TO SUPPORT THE PROJECT COUNTERING FOREIGN INFORMATION MANIPULATION AND INTERFERENCE IN MOLDOVA, INCLUDING SUPPORTING MOLDOVA'S CENTER FOR STRATEGIC COMMUNICATION AND COMBATTING DISINFORMATION WITH DISINFORMATION MONITORING AN",187499.0
Department of State,2/26/2025,,197302.93
Department of State,2/26/2025,,249986.0
Department of State,2/26/2025,EMPOWERING LOCAL RADIO MEDIA: ENHANCING BROADCASTING QUALITY AND COMMUNITY ENGAGEMENT IN SINDH AND BALOCHISTAN.,200687.0
Department of State,2/26/2025,TO SUPPORT UKRAINIAN REFUGEES RESIDING IN LATVIA BY PROVIDING PSYCHO-SOCIAL ASSISTANCE IN TARGETED GROUPS.,49992.0
Department of State,2/26/2025,,79520.0
Department of State,2/26/2025,THE PROJECT EMPLOYS MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE TO ENHANCE UNDERSTANDING OF HOW HUMAN ACTIVITIES AFFECT SEDIMENT DYNAMICS AND RIVERBANK STABILITY IN THE LOWER MEKONG RIVER.,249925.0
Department of State,2/26/2025,"TO SUPPORT REFUGEES FROM UKRAINE IN LATVIA BY PROVIDING LEGAL COUNSELLING AND PSYCHOLOGICAL ASSISTANCE TO REFUGEES IN REGIONS VIA MOBILE MOVABLE TRAILERS, AND RENOVATING DAYCARE ACTIVITY CENTER FOR CHILDREN.",0.0
Department of State,2/26/2025,,249903.5
Department of State,2/26/2025,JORDAN EDUCATIONUSA SCHOLARS PROGRAM AIMS TO SUPPORT THE JORDANIAN GOVERNMENT MISSION TO ACHIEVE INCLUSIVE ECONOMIC GROWTH AND IMPROVE EDUCATIONAL OUTCOMES FOR YOUNG JORDANIANS BY PROVIDING U.S. PRE-COLLEGE PROGRAMMING.,0.0
Department of State,2/26/2025,"TO IMPLEMENT THE PRESERVATION OF LIBRARIES AND ARCHIVES IN IRAQ: BUILDING CAPACITY FOR PREVENTIVE CONSERVATION, CLIMATE CHANGE ADAPTATION, AND EFFECTIVE OUTREACH",249866.0
Department of State,2/26/2025,"ADVANCE U.S. MISSION CANADA GOALS TO FORM STRONGER TIES BETWEEN THE U.S. AND CANADA THROUGH COACHES EXCHANGES, LEADERSHIP PROGRAMS, AND YOUTH SPORTS PROGRAMMING IN THE LEAD UP TO THE 2026 FIFA WORLD CUP.",0.0
Department of State,2/26/2025,"THIS PROGRAM SEEKS TO BUILD TECHNICAL CAPACITY IN CLIMATE FOCUSED ENTREPRENEURS, IMPROVE THEIR BUSINESS MODELS, INCREASE THEIR ACCESS TO FINANCE, AND CREATE A COMMUNITY OF MUTUAL SUPPORT.",249807.07
Department of State,2/26/2025,INCREASING THE EMPLOYABILITY OF PEOPLE WITH DISABILITIES THROUGH CYBER SECURITY EDUCATION,124890.0
Department of State,2/26/2025,"THIS PROJECT SEEKS TO IMPLEMENT A 15-DAY EXCHANGE PROGRAM TO THE UNITED STATES FOR AT LEAST 10 PARTICIPANTS REPRESENTING DIGITAL CONTENT CREATORS, TARGETING YOUTH AUDIENCES FROM PUNJAB PROVINCE, PAKISTAN.",249488.0
Department of State,2/26/2025,"E/GP HAS LAUNCHED THE 2024 CCE FUND TO DRIVE TECHNICAL-CAPACITY-BUILDING PROGRAMS IN DEDICATED VENUES IN FOUR COUNTRIES CALLED CCE HUBS. THE HUBS, AND THEIR IMPLEMENTERS, WILL OPERATE ON ACCRA, GHANA; SAN FRANCISCO, US; HANOI, VIETNAM; AND KINGSTON, JAMA",249470.5
Department of State,2/26/2025,,179407.8
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"PROVIDE PSYCHOSOCIAL SUPPORT FOR UKRAINIAN REFUGEES IN ESTONIA WHO ARE LIVING WITH HIV, UNDER THE COMPLEMENTARY RESPONSE SMALL GRANTS PROGRAM TO SUPPORT UKRAINIAN REFUGEES.",58329.01
Department of State,2/26/2025,,249000.0
Department of State,2/26/2025,"TO ENHANCE AWARENESS OF THE U.S.-PAKISTAN PARTNERSHIP BY ORGANIZING REPORTING TOURS IN SINDH & BALOCHISTAN BY EMPOWERING BROADCAST AND DIGITAL JOURNALISTS, THROUGH SKILL ENHANCEMENT AND NETWORK BUILDING.",226762.5
Department of State,2/26/2025,"THE GOAL FOR THIS PROJECT IS TO POSITION AUTHORITIES IN LEBANON TO EFFECTIVELY DETECT, INVESTIGATE, AND PREVENT TRANSNATIONAL CORRUPTION IN KEY VULNERABLE SECTORS.",0.0
Department of State,2/26/2025,,70888.0
Department of State,2/26/2025,"THE MAHARAT FOUNDATION?S ONLINE ENVIRONMENTAL AND MEDIA LITERACY COURSE AIMS TO EMPOWER 10 CSOS, 500 YOUTH, AND 15 JOURNALISTS TO RAISE PUBLIC AWARENESS AND PROMOTE ENVIRONMENTAL CITIZENSHIP THROUGH 30 MEDIA PIECES, 10 CAMPAIGNS, AND COMMUNITY EVENTS.",224007.75
Department of State,2/26/2025,,191756.08
Department of State,2/26/2025,"CONSERVATION OF THE 8TH CENTURY UMAYYAD QASR ALMSHATTA MSHATTA PALACE NEAR AMMAN, PHASE 2.",123500.0
Department of State,2/26/2025,,246921.0
Department of State,2/26/2025,,172586.0
Department of State,2/26/2025,,198515.95
Department of State,2/26/2025,TO PROVIDE TRAINING FOR KEY CIVIL SOCIETY ACTORS INVOLVED IN PREPARING ORGANIZATIONS AND INDIVIDUALS TO TAKE A MORE ACTIVE ROLE IN GOVERNANCE AND ADVOCACY,246295.5
Department of State,2/26/2025,"THIS PROJECT IS TO ENHANCE WOMEN'S EMPOWERMENT IN PAKISTAN BY PREPARING THEM FOR FORMAL SECTOR EMPLOYMENT THROUGH MENTORING, NETWORKING, AND TRAINING.",224284.57
Department of State,2/26/2025,ADDRESS THREATS TO THE STRUCTURAL INTEGRITY OF HISTORIC ARCHITECTURE AND BARRIERS TO INCLUSIVE SITE ACCESS AT THE KSAR OF DOUIRET IN TUNISIA,245000.0
Department of State,2/26/2025,ICFJ WILL CONDUCT A 12-MONTH PROGRAM ON MEDIA SMART: SPOTTING TRUTH IN A FAKE NEWS WORLD FOR NON-JOURNALISTS TO EMPOWER AFRICAN YOUTH TO DEVELOP STORYTELLING SKILLS THAT COMBAT DISINFORMATION.,244798.0
Department of State,2/26/2025,,13781.64
Department of State,2/26/2025,,243066.0
Department of State,2/26/2025,TO IMPROVE IMPLEMENTATION OF THE UN SECURITY COUNCIL RESOLUTION (UNSCR) 1540 (2004) IN THE INDO-PACIFIC REGION BY MOBILIZING PARLIAMENTARIANS FROM TARGETED COUNTRIES TO DEVELOP AND FURTHER DISSEMINATE ACTION PLANS FOR UNSCR 1540 IMPLEMENTATION.,242437.0
Department of State,2/26/2025,,116436.29
Department of State,2/26/2025,FOSTER MEANINGFUL AND EFFECTIVE ENGAGEMENT OF MEN AND BOYS IMPROVING PRACTICES AIMED AT THE PREVENTION OF VIOLENCE AGAINST WOMEN AND PROMOTION OF GENDER EQUALITY IN BELIZE.,146784.77
Department of State,2/26/2025,"TO CONSERVE THE HISTORIC BUILDING FROM 1827, ORIGINALLY SERVING AS AN OTTOMAN GUNPOWDER MAGAZINE CURRENTLY OCCUPIED BY THE REBONKERS CULTURAL CENTER, VARNA'S ONLY VENUE DEDICATED TO CONTEMPORARY ART AND CULTURE. THIS WILL HELP TO REJUVENATE THE SITE.",187182.0
Department of State,2/26/2025,"THE PROJECT WILL INCLUDE RESTORATION OF COLLAPSED RUINS, FENCING OF THE SITE PERIMETER, CONSTRUCTION OF A NEW BOARDWALK, CONSTRUCTION OF SUPPORT-STAFF HOUSING, REPAIR OF VISITOR & STAFF WASHROOMS, RAINWATER RESERVOIR, ENTRY GATE AND EXHIBITION GALLERY.",240000.0
Department of State,2/26/2025,SUPPORT FOR FY2021 EDUCATIONUSA ADVISING OPERATIONS AT THE FULBRIGHT COMMISSION IN INDIA.,0.0
Department of State,2/26/2025,,185760.0
Department of State,2/26/2025,TO SUPPORT UKRAINIAN REFUGEES IN ESTONIA BY PROVIDING TRAINING ON E-SERVICES AND DIGITAL SOLUTIONS TO REDUCE DIGITAL VULNERABILITIES AND PROMOTE THE SUCCESSFUL INTEGRATION OF UKRAINIANS.,47224.6
Department of State,2/26/2025,,2120352.65
Department of State,2/26/2025,"TO PROVIDE CONTINUOUS, SUSTAINABLE AND SOCIALLY INCLUSIVE SUPPORT SYSTEM FOR UKRAINIAN REFUGEES AND THEIR CHILDREN IN LATVIA.",47040.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,230000.0
Department of State,2/26/2025,,166000.0
Department of State,2/26/2025,M43-064 BUILDING HEALTH RESILIENCE TO CLIMATE CHANGE: CROSS-BORDER ADAPTATION IN THE JORDAN VALLEY.,194790.0
Department of State,2/26/2025,,226252.0
Department of State,2/26/2025,"THE OVERALL GOAL OF THE PROGRAM IS TO ENHANCE ARMENIAN SOCIETY'S CAPACITY FOR PEACEFUL CONFLICT RESOLUTION THROUGH STRENGTHENED CAPACITY IN CONFLICT ANALYSIS AND RESOLUTION, NEGOTIATION AND MEDIATION.",186394.2
Department of State,2/26/2025,ISOKO PARTNERS AND ITS PARTNERS WILL CREATE A SUSTAINABLE MODEL OF WOMEN AND YOUTH PARTICIPATION INTO LOCAL AND PROVINCIAL GOVERNANCE AND PEACEBUILDING PROCESSES THROUGH THE COMMUNITY ACADEMY FOR DEMOCRACY AND DEVELOPMENT INITIATIVE.,164113.09
Department of State,2/26/2025,,150000.0
Department of State,2/26/2025,"TO PROVIDE SKILLS TRAINING, FOSTERING AGRICULTURAL ENTREPRENEURSHIP, AND ESTABLISHING PARTNERSHIPS WITH LOCAL BUSINESSES TO CREATE SUSTAINABLE EMPLOYMENT OPPORTUNITIES FOR YOUNG PEOPLE IN THIS PREDOMINANTLY AGRICULTURAL AREA.",0.0
Department of State,2/26/2025,"THROUGH INVESTIGATION, RESEARCH, ANALYSIS AND ADVOCACY THE PROJECT SEEKS TO SHED LIGHT ON SYSTEMIC ISSUES THAT UNDERMINE THE INTEGRITY OF GOVERNANCE AND JUDICIARY IN MONTENEGRO PRESSURING INSTITUTIONS TO ENFORCE THE LAW AND SANCTION VIOLATIONS.",168095.55
Department of State,2/26/2025,,225814.96
Department of State,2/26/2025,FY 2022-GEP-FULBRIGHT COMMISSION INDIA,0.0
Department of State,2/26/2025,,126253.99
Department of State,2/26/2025,,140368.71
Department of State,2/26/2025,"THE PROJECT PURPOSE IS TO CATALYZE LASTING IMPACT BY EMPOWERING CSOS, ELEVATING ORGANIZATIONAL STANDARDS, FOSTERING ACCOUNTABILITY AND RESILIENCE, ENHANCING CAPACITIES FOR ACTIVE COMMUNITY REPRESENTATION, AND FACILITATING MEANINGFUL DIALOGUE WITH THE GOV",220000.0
Department of State,2/26/2025,"EDUCATE PRIMARILY HIGH SCHOOL STUDENTS AND TEACHERS, AS WELL AS UNIVERSITY STUDENTS, OTHER YOUNG PEOPLE, AND MEDIA, TO GET TO KNOW ROMANIAN TOTALITARIAN HISTORY BETTER, RECOGNIZE, AND BE ABLE TO ADVOCATE AGAINST THE DANGERS OF AUTHORITARIANISM.",150000.0
Department of State,2/26/2025,,18612.44
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,130000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,112903.0
Department of State,2/26/2025,,212500.0
Department of State,2/26/2025,"ENHANCE THE CAPABILITIES OF ALGERIANS AND ALGERIAN COMMUNITY ORGANIZATIONS IN DESIGNING, WRITING, AND MANAGING SUCCESSFUL GRANTS BY PROVIDING IN-PERSON WORKSHOPS AND ONLINE COURSES, COORDINATING A COMPETITION FOR SMALL GRANTS.",210000.0
Department of State,2/26/2025,"CONSERVATION AND REHABILITATION OF MUSSAYLHA ARCHEOLOGICAL SITE, PRESERVATION OF LOCAL TRADITIONS AND CREATING AN INTERACTIVE TOURISM MODEL THROUGH GAMIFICATION",60000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,124340.0
Department of State,2/26/2025,,164034.0
Department of State,2/26/2025,,205908.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,123724.31
Department of State,2/26/2025,"THE INCUBATOR AIMS TO FURTHER TRAIN AND EMPOWER 60-80 SELECTED ALUMNAE OF THE DIGIGIRLZ MENTORSHIP PROGRAM BY ADVANCING THEIR INNOVATIVE IDEAS. IT WILL GUIDE THEM FROM PROJECT IDEATION TO MARKET IMPLEMENTATION THROUGH ADVANCED TRAINING, MENTORING, AND NE",204487.0
Department of State,2/26/2025,COUNTRY-WIDE POLLING INITIATIVE WITH TRADITIONAL AND SOCIAL MEDIA BASELINE SURVEY TO UNCOVER MAJOR CHALLENGES CAUSING DISENGAGEMENT WITH THE BOTSWANA 2024 ELECTION PROCESS.,61236.0
Department of State,2/26/2025,,30225.44
Department of State,2/26/2025,INCREASE AJLOUN YOUTH'S ACCESS TO EMPLOYMENT AND SELF-EMPLOYMENT IN IN THE TOURISM AND HOSPITALITY SECTORS,202530.0
Department of State,2/26/2025,M43-003: HOW TO CONVERT FOE TO FRIEND: SOME STRESSES PROTECT PLANTS FROM OTHERS,153300.0
Department of State,2/26/2025,,106740.94
Department of State,2/26/2025,,201774.0
Department of State,2/26/2025,"YOUTUBE MASTERS 2 PROGRAM AIMS TO TRAIN OVER 60 INDIVIDUALS WITH A DIGITAL ENTREPRENEURIAL MINDSET, CONTRIBUTING TO BAHRAIN'S SELF-SUSTAINED ECONOMIC GROWTH THROUGH TECHNOLOGY, MEDIA, AND BUSINESS.",135774.2
Department of State,2/26/2025,"GRANT OF FUNDS TO SUPPORT CONSERVATION ISSUES AT THE OSIREION IN ABYDOS. THE SPECIFIC AREA OF THE ACCESS TUNNEL LEADING TO THE MAIN HALL OF THE OSIREION THAT WAS COMPLETED BY KING MERENPTAH, THE GRANDSON OF KING SETI .",200561.3
Department of State,2/26/2025,"IMPROVE ENGLISH LANGUAGE SKILLS FOR 20 ALBANIAN JOURNALISTS AND IMMERSE 12 OF THEM IN AMERICAN MEDIA PRACTICES, SO THEY CAN BETTER UNDERSTAND THE ETHICS, VALUES AND THE LATEST TECHNIQUES IN THE MEDIA FIELD. GOAL: BETTER-TRAINED, MORE GLOBALLY AWARE JOURN",110000.0
Department of State,2/26/2025,OHR WILL RESTART ITS JUNIOR PROFESSIONAL PROGRAM AS A FELLOWSHIP PROGRAM ON A PILOT BASIS.,100000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,GRANT OF FUNDS TO SUPPORT THE EGYPTIAN AUTHORITIES IN ADVANCING ON NOMINATION DEVELOPMENT OF THE ABYDOS ARCHAEOLOGICAL SITE ON THE WORLD HERITAGE LIST TO PROVIDE BASELINE INFORMATION AND COMPARATIVE ANALYSIS THAT ARE THE ESSENTIAL ELEMENTS OF THE NOMINAT,200000.0
Department of State,2/26/2025,"TO TRAIN 160 L2D-IA GRADS AS YOUTH MASTER TRAINERS (YMTS) TO TEACH DIGITAL LITERACY, CRITICAL THINKING, AND ONLINE SAFETY. YMTS WILL CONDUCT 320 TRAINING SESSIONS. 100 YMTS WILL BECOME SOCIAL MEDIA INFLUENCERS TO EXPAND PROGRAM REACH.",200000.0
Department of State,2/26/2025,,146608.27
Department of State,2/26/2025,"TO MITIGATE FOREIGN INVESTMENT RISKS IN CHILE THROUGH ENGAGEMENT AND COLLABORATION WITH THE PRIVATE SECTOR, CIVIL SOCIETY, AND THE PUBLIC SECTOR.",200000.0
Department of State,2/26/2025,TO EMPOWER YOUTH IN SERBIA AND KOSOVO TO STRENGTHEN DEMOCRACY AND PROMOTE RECONCILIATION THROUGH CIVIC ENGAGEMENT,200000.0
Department of State,2/26/2025,HANGAR II WILL OFFER VOCATIONAL EDUCATION & TRAINING AND SKILLS DEVELOPMENT PROGRAMS TAILORED TO THE NEEDS OF THE LABOR MARKET.,0.0
Department of State,2/26/2025,TO CONDUCT A COMPREHENSIVE EVALUATION OF THE SMALL GRANTS PROGRAM IN KAZAKHSTAN FROM 2008-2023 AND CREATE A NETWORK OF SGP RECIPIENTS FOR CONTINUOUS DEVELOPMENT AND EXCHANGE OF BEST PRACTICES.,187068.0
Department of State,2/26/2025,"PHYSICAL CONSERVATION, INVENTORY, AND DOCUMENTATION OF WRITTEN AND AUDIO-VISUAL ARCHIVAL MATERIALS BY STORING ARCHIVES AND DIGITAL CONSERVATION, INVENTORY, AND DOCUMENTATION OF ARCHIVAL MATERIALS AND INCREASING ACCESS TO ARCHIVAL MATERIALS.",125000.0
Department of State,2/26/2025,THE PURPOSE OF THIS AWARD IS TO SUPPORT THE PROJECT JURNAL TV DIGITAL INNOVATION: MAXIMIZING REACH AND REVENUE.,50000.0
Department of State,2/26/2025,"AFCD FOUNDATION IS PROVIDED A FEDERAL AWARD, THE PURPOSE OF WHICH IS TO ORGANIZE THE THIRD EDITION OF THE LEADERSHIP LAB PROGRAM, WHICH SEEKS TO BUILD THE KNOWLEDGE AND CAPACITY OF 100 EMERGING CIVIC LEADERS BETWEEN THE AGES OF 18 AND 30 FROM FIVE UNDERS",80000.0
Department of State,2/26/2025,"TO PROMOTE INCLUSIVE, SUSTAINABLE CLIMATE-RESILIENT ECONOMIC GROWTH IN MARRAKECH, AGADIR, AND ESSAOUIRA BY PROVIDING ENTREPRENEURSHIP TRAINING AND TECHNICAL SUPPORT TO ENTERPRISES ALONG WITH MARKET-DRIVEN SKILLS TRAINING TO YOUNG JOB SEEKERS.",164000.0
Department of State,2/26/2025,"THE GOAL OF THE PROJECT IS TO EMPOWER ARAB WOMEN BY ENROLLING THEM IN APPLIED TECH PROGRAMS, EQUIPPING THEM WITH THE NECESSARY SKILLS AND EXPERIENCES TO CONSIDER CAREERS IN STEM, AND PROVIDING ONGOING SUPPORT TO HELP THEM OVERCOME CHALLENGES IN PURSUING",155133.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,5319.71
Department of State,2/26/2025,,38775.0
Department of State,2/26/2025,TO PROPOSE A 2 YEAR COLLABORATION OF HIGHER EDUCATIONAL ACTIVITIES LEADING TO THE ESTABLISHMENT OF AN INTERNATIONAL HUB AT EWC OFFERING DUAL DEGREE PROGRAMS TO TVET GRADUATES TO HELP ADDRESS SOUTH AFRICAS NEED FOR SKILLED TECHNICAL WORKERS.,40000.0
Department of State,2/26/2025,,101035.12
Department of State,2/26/2025,"TO ADDRESS THE GAP IN RESEARCH COLLABORATIONS AND PARTNERSHIPS BETWEEN HISTORICALLY BLACK INSTITUTIONS IN THE U.S. AND SOUTH AFRICA, THROUGH A STUDENT-FACULTY EXCHANGE PROGRAM.",200000.0
Department of State,2/26/2025,"STRENGTHENED NATIONAL AND SUBNATIONAL EVIDENCE AND DATA SYSTEMS ON INTERNAL DISPLACEMENT FOR A MORE COHERENT DATA ECOSYSTEM AND MORE COORDINATED INTERVENTIONS ACROSS THE HUMANITARIAN, DEVELOPMENT, AND PEACE NEXUS.",175540.24
Department of State,2/26/2025,"INTENSIVE ACADEMIC AND PRACTICAL VIRTUAL AND U.S. BASED PROGRAM FOR 12 PARTICIPANTS AGED 18-25, TO DEVELOP LEADERSHIP, COMMUNICATION, AND TEAMBUILDING SKILLS, AND LEARN ABOUT PRINCIPLES OF DEMOCRACY DIVERSITY AND COMMUNITY SERVICE.",200000.0
Department of State,2/26/2025,THIS PROPOSAL SEEKS TO SECURE IMPORTANT COLLECTIONS OF ARCHAEOLOGICAL AND ETHNOGRAPHIC ARTEFACTS FROM JEBEL BARKAL AND KERMA SO THEY ARE SAVED FROM LOOTING AND DESTRUCTION FOR POSTERITY,150000.0
Department of State,2/26/2025,,100000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,121664.65
Department of State,2/26/2025,"THE OVERALL GOAL OF THIS PROJECT IS TO SUPPORT VIETNAM IN ADOPTING CLIMATE-SMART AGRICULTURE PRACTICES, FOCUSING ON REDUCING METHANE EMISSIONS FROM DAIRY AND BEEF CATTLE PRODUCTION.",200000.0
Department of State,2/26/2025,"GRANT OF FUNDS TO SUPPORT BUILDING CAPACITY OF EXISTING ENTERPRISES AND BRINGS NEW ENTERPRISES INTO THE TOURISM VALUE CHAIN IN UPPER EGYPT, WHILE DEEPENING COMMUNITY CONNECTIONS TO HERITAGE AND PLACE.",199999.0
Department of State,2/26/2025,,557120.29
Department of State,2/26/2025,,111873.39
Department of State,2/26/2025,,38270.89
Department of State,2/26/2025,"TO EMPOWER YOUNG PALESTINIANS (AGES 14-30) IN GAZA AND THE WEST BANK BY INCREASING THEIR RESILIENCE, CIVIC EDUCATION, AND ENGAGEMENT SKILLS THROUGH TRAUMA-INFORMED ART THERAPY, PEACEBUILDING TRAINING, AND NONVIOLENT ACTIVISM EDUCATION",199826.0
Department of State,2/26/2025,1. ENSURE EMPLOYMENT REFORMS CREATED BY DEI INTEGRATION OF 50 ARAB WOMEN IN ISRAELI HIGH-TECH COMPANIES. 2. ADVANCE DEI REFORMS IN 30 PARTICIPATING HIGH-TECH COMPANIES. 3. SUPPORT INCLUSIVE ECONOMIC GROWTH OF ARAB WOMEN IN THE ISRAELI HIGH-TECH SECTOR.,184425.0
Department of State,2/26/2025,"AN URGENT RESCUE MISSION OF BEITEDDINE PALACE THROUGH CONSERVATION AND REHABILITATION OF THE TWO-CRUMBLING WOODEN KIOSQUES, HAMMAM AND COURTYARD, IN ADDITION TO DOCUMENTATION AND TRAININGS ON LOST CRAFT (GLASS BLOWING) LEADING TO PUBLICATION OF A BOOKLET",19000.0
