Agency,Description,Uploaded On,Link,Saved
Department of Health and Human Services,THE PURPOSE OF THIS ACQUISITION IS TO PROCURE CONGRESSIONAL QUARTERLY (CQ)FEDERAL SUBSCRIPTION.,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20324P00007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,109352.0
Department of Health and Human Services,CALL ORDER UNDER THE FDA'S INTEGRATED SERVICES BLANKET PURCHASE AGREEMENT (BPA) FOR TARGETED COACHING SERVICES TO SUPPORT THE CENTER FOR VETERINARY MEDICINE (CVM).,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19050&modNumber=P00002&idvAgencyID=&idvPIID=75F40119A10003&contractType=AWARD,0.0
Department of Health and Human Services,ON-LINE LEGISLETIVE TRACKING SERVICES,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18804&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,Management & Advisory Services,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F80006&modNumber=P00003&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,5576945.0
Department of Health and Human Services,CHART ABSTRACTION OF RWHAP RECIPIENT CLINICAL DATA,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80153&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,5125201.0
Department of Health and Human Services,RESPIRATORY PROTECTIVE DEVICES - ON-SITE COMPLIANCE AUDIT ASSISTANCE,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00004&modNumber=P00011&idvAgencyID=&idvPIID=75D30120D08856&contractType=AWARD,0.0
Department of Health and Human Services,BUREAU OF HEALTH WORKFORCE ORGANIZATIONAL DEVELOPMENT - BHW92 C 5368,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00018&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3835906.0
Department of Health and Human Services,"Office on Smoking and Health (OSH) Data Analysis, Statistical, Surveillance and Writing/Editing Support Services",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17432&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2255850.0
Department of Health and Human Services,Technical & Engineering Services,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223F80091&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA21D0013&contractType=AWARD,4100000.0
Department of Health and Human Services,"The scope of this requirement is to procure professional services that will further enhance and expand the breadth of NIDDK’s Workforce Matters Program. These services include, but are not limited to, developing program initiatives and strategic management services, and all other tasks identified in this Statement of Work (SOW).",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94023F00167&modNumber=P00003&idvAgencyID=&idvPIID=GS02F0251X&contractType=AWARD,3233703.0
Department of Health and Human Services,"DIRECT 8(A) AWARD OF A 12-MONTH BASE, LABOR HOUR TYPE CONTRACT TO ANEON BRILLIENT FOR THE CENTER FOR DRUG EVALUATION AND RESEARCH (CDER) FOR PROFESSIONAL SERVICES SUPPORT.",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124C00111&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,OSH HE FACILITATION AND TRAINING,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17591&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,1864377.0
Department of Health and Human Services,Talent Development,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80131&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0187W&contractType=AWARD,1313306.0
Department of Health and Human Services,"The purpose of this task order is to provide logistical and meeting support for the annual Tribal Advisory Council (hereafter referred to as TAC) meeting. Specifically, to provide pre-meeting, meeting, and post-meeting support. The TAC meeting will be a hybrid event that will combine both in-person and concurrent virtual experience. The yearly in-person meeting will take place either in an Indian Country or in the Washington DC metropolitan area which include HRSA headquarters located at: HRSA 5600 Fishers Lane building in Rockville, MD. In the event of a public health emergency, this conference will be a virtual only meeting. TAC meetings provide the venue for ensuring meaningful input from and collaboration with the elected leaders of Tribal Nations on HRSA programs and policies and complies with the HHS Tribal Consultation Policy. The Contractor shall provide the personnel, materials, equipment, and services necessary for the performance of the statement of work.",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00033&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,89799.0
Department of Health and Human Services,HIV ECQM ANNUAL SUPPORT,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F34007&modNumber=P00003&idvAgencyID=&idvPIID=75R60219D00014&contractType=AWARD,372656.0
Department of Health and Human Services,"DDT ANALYZING, DEVELOPING & IMPLEMENTING CONTRACT PORTFOLIO MAINT SPT SVCS",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18290&modNumber=P00004&idvAgencyID=&idvPIID=75D30120A07339&contractType=AWARD,0.0
Department of Health and Human Services,VSCP - VERMONT,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00005&modNumber=P00008&idvAgencyID=&idvPIID=75D30120D08856&contractType=AWARD,0.0
Department of Health and Human Services,"REPORT ON CURRENT VETERINARY EXPERIENCES WITH CDPS, WITH A FOCUS ON CANNABIDIOL (CBD) PRODUCTS",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00103&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,229591.0
Department of Health and Human Services,Transportation and Logistics Services,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80014&modNumber=P00005&idvAgencyID=&idvPIID=GS00F087CA&contractType=AWARD,111589.0
Department of Health and Human Services,Logistics Support Services,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F80008&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA24D005Z&contractType=AWARD,52770.0
Department of Health and Human Services,"Congress enacted Public Law 107-67, Sec. 630 on November 12, 2001. This legislation permits Federal agencies to administer a program to assist their Federal employees with the costs of child care.",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00019&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,183230.0
Department of Health and Human Services,TOBACCO INSPECTION MANAGEMENT PROGRAM (TIMP) SYSTEMS SUPPORT SERVICES.,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19003&modNumber=P00001&idvAgencyID=&idvPIID=75F40120D00039&contractType=AWARD,114347.0
Department of Health and Human Services,"Purpose: The purpose of this contract is to provide logistical and meeting support for the Annual Tribal Consultation meeting. Specifically, to provide pre-meeting, meeting and post- meeting support.",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00032&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,49601.0
Department of Health and Human Services,DEVELOP AN AGGRESSIVE STRATEGIC PLAN WITH MEASURABLE GOALS AND OBJECTIVES TO ASSESS THE IL T&TA EFFECTIVENESS AND DEMONSTRATE IMPROVEMENTS IN IL GRANTEE OUTCOMES. RESPONSIBLE FOR COORDINATING AND PARTNERING WITH OTHER IL T&TA CENTERS FUNDED B,2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124C00048&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,DEIA ACTIVITIES & DATA COLLECTION/ANALYSIS,2/27/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023C00021&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,595639.0
Department of Health and Human Services,PRIDE POPULATION RESEARCH IN IDENTITY AND DISPARITIES FOR EQUALITY,2/27/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16940&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,OFFICE OF SCIENCE SUPPORT SERVICES,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C12711&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,5501075.0
Department of Health and Human Services,LITERATURE ANALYSIS FOR CDRH.,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00033&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,LABOR HOUR AWARDCENTER FOR FOOD SAFETY AND APPLIED NUTRITION (CFSAN) - BLENDED LEARNING AND MULTI-MEDIA TRAINING SUPPORTFDA THREE-WAY-MATCHING INVOICE CLAUSE-COR:DONNA.SCOTT@FDA.HHS.GOVNOTICE TO PROCEED WAS GIVEN ON 12/14/2020 EFFECTIVE 12/15,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121C00021&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,LABOR HOUR AWARDOFFICE OF THE COMMISSIONER (OC) - OFFICE OF DIGITAL TRANSFORMATION HR SUPPORT SERVICESCOR: TALYA SIMPSON TALYA.SIMPSON@FDA.HHS.GOV ALTERNATE COR: ELIJAH YOUNGER ELIJAH.YOUNGER@FDA.HHS.GOV,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00134&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,1202177.0
Department of Health and Human Services,OCOO OD MANAGEMENT CONSULTANT,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F16195&modNumber=P00005&idvAgencyID=&idvPIID=75D30121A10022&contractType=AWARD,414672.0
Department of Health and Human Services,SUPPORT FOR SCIENTIFIC SERVICES TO OND/ODES/DCOA IN DEVELOPING GUIDANCE ON THE INCLUSION OF DIGITAL HEALTH TECHNOLOGIES (DHTS) TO ASSESS PATIENT-CENTERED CLINICAL OUTCOMES UNDER INVESTIGATIONAL NEW DRUGS (INDS),2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F80318&modNumber=P00003&idvAgencyID=&idvPIID=GS00F110GA&contractType=AWARD,0.0
Department of Health and Human Services,MATERIALS PERFORMANCE STUDY EXTENSION,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00090&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,181280.0
Department of Health and Human Services,SEESB PROGRAM SUPPORT,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18358&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,419578.0
Department of Health and Human Services,DSCSA Programmatic Implementation Assessment,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19006&modNumber=P00002&idvAgencyID=&idvPIID=75F40121A00016&contractType=AWARD,0.0
Department of Health and Human Services,"Enterprise Content Management Assessment (ECMA) Task B, ORA IT Program/Project Management Support Task A",2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19049&modNumber=P00003&idvAgencyID=&idvPIID=75F40121A00017&contractType=AWARD,0.0
Department of Health and Human Services,LEADERSHIP FELLOW PROGRAM,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80400&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD,159600.0
Department of Health and Human Services,ADMIN SUPPORT FOR OEEOWE,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20044&modNumber=P00003&idvAgencyID=&idvPIID=75D30120A07339&contractType=AWARD,0.0
Department of Health and Human Services,Membership in the Federal Human Capital Collaborative Opportunity for Emerging HR Leaders,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00122P00102&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,50000.0
Department of Health and Human Services,MCHB62 C 5260 SECRETARY'S REPORT ON NEWBORN SCREENING ACTIVITIES FOR 2023 AND 2024,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80093&modNumber=P00002&idvAgencyID=&idvPIID=GS10F176AA&contractType=AWARD,0.0
Department of Health and Human Services,Leadership Training Coaching and Team Building,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19016&modNumber=P00001&idvAgencyID=&idvPIID=75F40119A10002&contractType=AWARD,0.0
Department of Health and Human Services,EXECUTIVE COACHING SERVICES FOR OCD/OEP,2/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19092&modNumber=P00001&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD,0.0
Department of Health and Human Services,THIS IS INTENDED TO BE A TO OFF OF THE GDATA2 BPA (75D30122A15011).,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30125F00160&modNumber=P00001&idvAgencyID=&idvPIID=75D30122A15012&contractType=AWARD,5659715.0
Department of Health and Human Services,NEW TASK ORDER FOR CHANGE MANAGEMENT SUPPORT,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19070&modNumber=P00003&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD,0.0
Department of Health and Human Services,"PROVIDE THE SERVICES OF A STAFF ASSISTANT TO SUPPORT THE OFFICE OF THE ASSISTANT SECRETARY FOR PLANNING AND EVALUATION (ASPE), SCIENCE AND DATA POLICY (SDP).",3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123F80126&modNumber=P00002&idvAgencyID=&idvPIID=47QREA23D000L&contractType=AWARD,0.0
Department of Health and Human Services,"Public Health Infrastructure Center's Strategic Communication Consultation Services to assist in the planning and development of communciation materials and messages, technical packages, digital content, and graphic services.",3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F16536&modNumber=P00002&idvAgencyID=&idvPIID=HHSD2002015M88165B&contractType=AWARD,109792.0
Department of Health and Human Services,NFL Alumni (NFLA) Health Shingles Vaccine Community Outreach and Education Project,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C20189&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,27000.0
Department of Health and Human Services,Clinician Outreach and Education Promotion on Routine HPV Vaccination,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19705&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Health and Human Services,Task order against the OADC BPA for Communications Services for Mass Communications Campaign to Reduce Excessive Alcohol Use,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F08013&modNumber=P00005&idvAgencyID=&idvPIID=HHSD2002015M88158B&contractType=AWARD,200000.0
Department of Health and Human Services,Technical assistance for 2320 NOFO recipients,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F16359&modNumber=P00002&idvAgencyID=&idvPIID=HHSD2002015M88159B&contractType=AWARD,20000.0
Department of Health and Human Services,ADMINISTRATIVE AND PROFESSIONAL SUPPORT SERVICES.,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16533&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,1536653.0
Department of Health and Human Services,OSER TECHNICAL SUPPORT,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19204&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2950996.0
Department of Health and Human Services,SYNERGY 8(A) SERVICE REQUIREMENT,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C08280&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,131734.0
Department of Health and Human Services,DEHSP SUPPORT SERVICES,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C09982&modNumber=P00021&idvAgencyID=&idvPIID=&contractType=AWARD,1276730.0
Department of Health and Human Services,"ADMINISTRATIVE ASSISTANT II FOR THE LABORATORY OF CANCER BIOLOGY AND GENETICS, CENTER FOR CANCER RESEARCH. BASE PERIOD: 10/16/2023 - 10/15/2024.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N91020A00002&contractType=AWARD,3950003.0
