AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL MINORITY AIDS COUNCIL, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,135315.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Winona Health Services,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,18866.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTH CAROLINA COALITION AGAINST DOMESTIC VIOLENCE,Private Non-Profit - Other Special Interest Organization,3/7/2025,10888.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Virginia Sexual & Domestic Violence Action Alliance,Private Non-Profit - Other Special Interest Organization,3/7/2025,3000.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH CARE EDUCATION & TRAINING, INC",Private Non-Profit - Vocational and Training School,3/7/2025,806.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,9322.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,2495.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,31203.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,50910.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,8946.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,13032.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,3367.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,5360.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,2362.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,3311.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,512.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTH DAKOTA STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,28756.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,595.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,1222.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,8575.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,2033.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NEW HAMPSHIRE COALITION AGAINST DOMESTIC & SEXUAL VIOLE,Private Non-Profit - Other Special Interest Organization,3/7/2025,10354.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ARIZONA COALITION TO END SEXUAL AND DOMESTIC VIOLENCE,Private Non-Profit - Other Social Services Organization,3/7/2025,14250.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ARIZONA COALITION TO END SEXUAL AND DOMESTIC VIOLENCE,Private Non-Profit - Other Social Services Organization,3/7/2025,8235.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,145633.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,202667.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,83734.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,155834.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,2809.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,116152.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,240247.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,2757.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,11515.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,2271.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,121197.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,6368.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,3915.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,6428.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,31377.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,619708.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,9661.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,7009.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Council of Southeast Pennsylvania, Inc., The",Private Non-Profit - Community Action Organization,3/7/2025,8235.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SPRINGFIELD COLLEGE,"Private Non-Profit - University, College, Jr. College",3/7/2025,37350.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE LELAND STANFORD JUNIOR UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,24860.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE LELAND STANFORD JUNIOR UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,18851.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE LELAND STANFORD JUNIOR UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,18297.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE LELAND STANFORD JUNIOR UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,13291.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,68772.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,62271.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,343985.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,142931.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,14555.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,2771.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,919.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,1520806.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,48116.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,13.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,2574.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,27.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,10205.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,101014.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,4756212.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,790.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,980.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,6965.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,976.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,12077.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,95496.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,29185.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,438057.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,375.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,251694.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,0.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,4912.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,117.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,2009.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,6198.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,12119.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,4172.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,599.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,9826.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,339.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,750.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,171.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,5099.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,3214.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,47.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,467.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,11587.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,19492.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,18516.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,182617.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,46869.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,12810.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/7/2025,64000.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/7/2025,11360.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/7/2025,164600.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Matrix Human Services,Private Non-Profit - Other Social Services Organization,3/7/2025,25144.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,165175.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,168221.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,15698.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,3714.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,25746.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,33733.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,13258.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,39582.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,15406.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,21893.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",State - Health Department,3/7/2025,60807.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Pacific Island Health Officers Association,Public Non-Profit - Other Social Services Organization,3/7/2025,112000.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,37114.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,6632.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,380.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,2405.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,12423.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,186.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,20430.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,15140.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,259.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,1620.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,3326.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,79330.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,22143.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,1463.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,6468.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,1359.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,164.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,10601.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,23764.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,10495.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,14691.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,1040.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,293412.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,3486.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,42336.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,16971.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,11502.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,304.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,3298.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,18356.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,35881.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,45251.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Association of State and Territorial Public Health Nutr,State - Health Department,3/7/2025,131328.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,State - Social Services Department,3/7/2025,1475.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,BROWARD COUNTY HEALTH DEPARTMENT,County - Health Department,3/7/2025,228559.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HealthHIV,"Private Profit (Small Business) - Hosp, Clinic, Hlth Ctr, Inst, Mental Hlth Ctr",3/7/2025,20622.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HealthHIV,"Private Profit (Small Business) - Hosp, Clinic, Hlth Ctr, Inst, Mental Hlth Ctr",3/7/2025,47756.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,847385.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,78316.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,243008.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,52016.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,6392.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,112506.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY PUBLIC HEALTH THAILAND,Intl (US & Foreign/multi Foreign orgs) - Other Hlth Org,3/7/2025,45546.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Hlth Care Ctr for the Homeless, Inc.",Private Non-Profit - Other Health Organization,3/7/2025,55791.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SPECIAL OLYMPICS INC,Public Non-Profit - Other Special Interest Organization,3/7/2025,684550.0
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SPECIAL OLYMPICS INC,Public Non-Profit - Other Special Interest Organization,3/7/2025,108085.0
